country,show_id,continent,market_type
Germany,80016401,Europe,Primary
South Africa,80182274,Other,Primary
United States,80182274,North America,Primary
United States,81145628,North America,Primary
United Kingdom,80117401,Europe,Primary
United States,70234439,North America,Primary
United States,80058654,North America,Primary
United States,80125979,North America,Primary
Spain,80163890,Europe,Primary
Bulgaria,70304989,Other,Primary
Chile,80164077,Other,Primary
United States,80117902,North America,Primary
United States,70304990,North America,Primary
Netherlands,70299204,Other,Primary
France,80057969,Europe,Primary
United States,80060297,North America,Primary
France,80046728,Europe,Primary
United States,80046727,North America,Primary
United States,70304988,North America,Primary
United States,80057700,North America,Primary
United States,80045922,North America,Primary
"United States,",80203094,Other,Primary
Thailand,70241607,Other,Primary
China,80988892,Other,Primary
United States,80239639,North America,Primary
Belgium,80159586,Other,Primary
Belgium,80152447,Other,Primary
India,81154455,Asia,Primary
India,81052275,Asia,Primary
France,80178151,Europe,Primary
United States,80058026,North America,Primary
India,70303496,Asia,Primary
United Kingdom,80162141,Europe,Primary
United Kingdom,80095641,Europe,Primary
United States,80159880,North America,Primary
Thailand,81016044,Other,Primary
Thailand,80158838,Other,Primary
Thailand,81016045,Other,Primary
Thailand,70142798,Other,Primary
Thailand,70062814,Other,Primary
Thailand,80158839,Other,Primary
United States,80147760,North America,Primary
United States,80177405,North America,Primary
United States,80113482,North America,Primary
Pakistan,81160036,Other,Primary
Canada,81173255,North America,Primary
United States,81078908,North America,Primary
India,81155784,Asia,Primary
United States,80201906,North America,Primary
United Kingdom,80052612,Europe,Primary
United States,80113641,North America,Primary
United Kingdom,81054495,Europe,Primary
United States,80996949,North America,Primary
United States,80239337,North America,Primary
United States,70212504,North America,Primary
United States,81011682,North America,Primary
United States,80128317,North America,Primary
United States,81027384,North America,Primary
United States,80030186,North America,Primary
United States,80116921,North America,Primary
South Korea,80187061,Asia,Primary
United Kingdom,80181555,Europe,Primary
Denmark,80081155,Other,Primary
United Kingdom,80198585,Europe,Primary
Turkey,70233894,Other,Primary
Brazil,81011955,South America,Primary
United States,80128722,North America,Primary
United States,80182115,North America,Primary
United States,80104068,North America,Primary
United Kingdom,80199032,Europe,Primary
United States,80019931,North America,Primary
Denmark,80200087,Other,Primary
Indonesia,81002850,Other,Primary
China,81004470,Other,Primary
United States,80157072,North America,Primary
United States,81001809,North America,Primary
United States,80201933,North America,Primary
Indonesia,81002864,Other,Primary
Indonesia,81016750,Other,Primary
Indonesia,81002866,Other,Primary
Spain,80992039,Europe,Primary
Ireland,80126507,Other,Primary
India,80225885,Asia,Primary
Turkey,81132443,Other,Primary
United States,80231903,North America,Primary
United States,81171121,North America,Primary
United States,80241248,North America,Primary
Hong Kong,81012295,Other,Primary
France,80060037,Europe,Primary
United States,60003155,North America,Primary
India,81177238,Asia,Primary
Hong Kong,70270775,Other,Primary
Mexico,81025403,North America,Primary
United States,80215923,North America,Primary
United States,80151483,North America,Primary
United States,80173625,North America,Primary
United States,80005444,North America,Primary
United States,80244682,North America,Primary
Vietnam,81075519,Other,Primary
France,80166318,Europe,Primary
India,81186758,Asia,Primary
India,81186757,Asia,Primary
United States,80108976,North America,Primary
United States,80208155,North America,Primary
United States,80198423,North America,Primary
United Kingdom,80162144,Europe,Primary
United States,81053953,North America,Primary
United States,81074113,North America,Primary
China,80992496,Other,Primary
Canada,70304191,North America,Primary
Spain,80103311,Europe,Primary
India,81176200,Asia,Primary
United States,80208906,North America,Primary
United States,80097321,North America,Primary
United States,80106966,North America,Primary
United States,81004814,North America,Primary
India,81080769,Asia,Primary
United States,70267838,North America,Primary
United Kingdom,80211380,Europe,Primary
United States,80196586,North America,Primary
United States,80099204,North America,Primary
United States,80059432,North America,Primary
Nigeria,81172721,Other,Primary
Nigeria,81172727,Other,Primary
France,70153543,Europe,Primary
Nigeria,81172728,Other,Primary
South Korea,81095101,Asia,Primary
Japan,80241960,Asia,Primary
United Kingdom,80115346,Europe,Primary
United States,80124522,North America,Primary
United States,80102952,North America,Primary
Brazil,80214464,South America,Primary
United States,80157073,North America,Primary
United States,80243600,North America,Primary
United Kingdom,80216172,Europe,Primary
United States,81122669,North America,Primary
United States,80184771,North America,Primary
Spain,81000389,Europe,Primary
Turkey,81132439,Other,Primary
Canada,81035117,North America,Primary
United States,80244627,North America,Primary
Hong Kong,80150502,Other,Primary
Japan,80189183,Asia,Primary
Hong Kong,80997866,Other,Primary
United States,80119815,North America,Primary
United States,80993149,North America,Primary
Thailand,80224294,Other,Primary
Vietnam,80203776,Other,Primary
China,80143797,Other,Primary
United States,80161931,North America,Primary
United States,80057610,North America,Primary
Norway,80017275,Other,Primary
India,81107545,Asia,Primary
France,70118953,Europe,Primary
United States,80190449,North America,Primary
Canada,70259208,North America,Primary
United States,80163156,North America,Primary
United States,80176878,North America,Primary
Canada,80149143,North America,Primary
South Korea,81144925,Asia,Primary
United States,80987075,North America,Primary
United States,80192815,North America,Primary
United Kingdom,80136785,Europe,Primary
United States,80066798,North America,Primary
United States,81147293,North America,Primary
United States,70178604,North America,Primary
United Kingdom,80991316,Europe,Primary
United States,80190588,North America,Primary
Hong Kong,70124316,Other,Primary
United States,70229037,North America,Primary
United States,80219119,North America,Primary
United Kingdom,80037280,Europe,Primary
United Kingdom,80165072,Europe,Primary
United States,80058248,North America,Primary
United States,70307661,North America,Primary
United States,70117312,North America,Primary
Canada,80092885,North America,Primary
United States,80108371,North America,Primary
United States,70129452,North America,Primary
United States,80045805,North America,Primary
United Kingdom,80101827,Europe,Primary
United States,70251519,North America,Primary
Japan,81174992,Asia,Primary
United States,81044365,North America,Primary
United States,81030342,North America,Primary
United States,70143865,North America,Primary
United States,70054723,North America,Primary
United States,81069393,North America,Primary
United States,80012550,North America,Primary
United States,81131761,North America,Primary
United States,81176196,North America,Primary
United States,70143831,North America,Primary
Lebanon,81003648,Other,Primary
Indonesia,81016326,Other,Primary
United Kingdom,80241102,Europe,Primary
Ireland,80227777,Other,Primary
India,81018233,Asia,Primary
Indonesia,81016317,Other,Primary
Indonesia,81016337,Other,Primary
India,81018234,Asia,Primary
United Kingdom,80240816,Europe,Primary
India,81018235,Asia,Primary
India,81018236,Asia,Primary
India,81018237,Asia,Primary
India,81018238,Asia,Primary
Cambodia,80067522,Other,Primary
Russia,80192149,Other,Primary
Pakistan,80142637,Other,Primary
United States,80192014,North America,Primary
Mexico,80192015,North America,Primary
United States,80168230,North America,Primary
United Kingdom,80202129,Europe,Primary
United States,80088910,North America,Primary
United States,70290909,North America,Primary
Poland,80126566,Other,Primary
United States,80033772,North America,Primary
India,81093951,Asia,Primary
United States,80238013,North America,Primary
United States,81089941,North America,Primary
Thailand,81000011,Other,Primary
Japan,80217733,Asia,Primary
United States,80225949,North America,Primary
Thailand,80999985,Other,Primary
Israel,80188120,Other,Primary
United States,80164779,North America,Primary
China,80993613,Other,Primary
United States,81092328,North America,Primary
United States,81183572,North America,Primary
United States,81037283,North America,Primary
United States,80244973,North America,Primary
Turkey,81132438,Other,Primary
France,80217779,Europe,Primary
Mexico,80211572,North America,Primary
China,81161230,Other,Primary
United States,81002412,North America,Primary
United States,81023636,North America,Primary
United Kingdom,80217669,Europe,Primary
United States,80153467,North America,Primary
United States,80192834,North America,Primary
United States,80198046,North America,Primary
United States,80106307,North America,Primary
United States,80993062,North America,Primary
United States,81098586,North America,Primary
United States,70267728,North America,Primary
South Korea,81011508,Asia,Primary
Italy,81001000,Europe,Primary
United States,80192445,North America,Primary
United States,80158670,North America,Primary
United States,80223685,North America,Primary
Netherlands,80244019,Other,Primary
United Kingdom,80162143,Europe,Primary
United States,81060174,North America,Primary
United States,70130445,North America,Primary
United Kingdom,81001494,Europe,Primary
United States,80991570,North America,Primary
United States,80184129,North America,Primary
United States,60000861,North America,Primary
United States,1151375,North America,Primary
Brazil,81137484,South America,Primary
United Kingdom,80187228,Europe,Primary
United States,81031008,North America,Primary
United States,70099119,North America,Primary
Germany,70039185,Europe,Primary
Nigeria,81165769,Other,Primary
United States,70056433,North America,Primary
United States,70113003,North America,Primary
United States,60031232,North America,Primary
Nigeria,80032842,Other,Primary
Denmark,81137482,Other,Primary
United States,70043308,North America,Primary
Nigeria,81165771,Other,Primary
United States,70044697,North America,Primary
United States,70105368,North America,Primary
United Kingdom,80241003,Europe,Primary
United States,81141689,North America,Primary
United States,1008581,North America,Primary
United States,70058023,North America,Primary
Nigeria,81165786,Other,Primary
Nigeria,81165770,Other,Primary
United States,70043303,North America,Primary
France,70136074,Europe,Primary
United States,1153194,North America,Primary
United States,70112730,North America,Primary
United States,81154900,North America,Primary
United Arab Emirates,81158575,Other,Primary
Egypt,81065786,Other,Primary
United States,70087541,North America,Primary
Taiwan,81004113,Other,Primary
Spain,81003984,Europe,Primary
United States,70024088,North America,Primary
France,81005312,Europe,Primary
United States,80082969,North America,Primary
India,80994130,Asia,Primary
India,81019924,Asia,Primary
India,81018240,Asia,Primary
India,81013710,Asia,Primary
United States,70077076,North America,Primary
India,81014988,Asia,Primary
Thailand,80102950,Other,Primary
Australia,80994108,Oceania,Primary
Mexico,70055221,North America,Primary
France,81005314,Europe,Primary
United States,80242828,North America,Primary
United States,81004223,North America,Primary
United States,80198730,North America,Primary
Thailand,81016043,Other,Primary
United States,17672040,North America,Primary
Russia,81004162,Other,Primary
Taiwan,80188969,Other,Primary
India,20254278,Asia,Primary
Taiwan,80189208,Other,Primary
Japan,70276596,Asia,Primary
Japan,80063025,Asia,Primary
United States,70068739,North America,Primary
India,80158389,Asia,Primary
Czech Republic,80184974,Other,Primary
India,80156941,Asia,Primary
Japan,80178543,Asia,Primary
Japan,70213196,Asia,Primary
United States,70208520,North America,Primary
United States,80061314,North America,Primary
Japan,70052492,Asia,Primary
Japan,70036200,Asia,Primary
Japan,70018513,Asia,Primary
India,80158480,Asia,Primary
United States,80105933,North America,Primary
United States,80139506,North America,Primary
India,80205314,Asia,Primary
Norway,80133200,Other,Primary
India,80158545,Asia,Primary
India,80156939,Asia,Primary
Japan,80152537,Asia,Primary
Japan,80045673,Asia,Primary
Japan,70275937,Asia,Primary
Japan,70101321,Asia,Primary
Japan,70108386,Asia,Primary
Japan,70074559,Asia,Primary
Germany,80162197,Europe,Primary
United States,80184055,North America,Primary
France,80160358,Europe,Primary
United States,60034929,North America,Primary
India,80157134,Asia,Primary
Argentina,80141891,Other,Primary
United States,80183897,North America,Primary
China,80177834,Other,Primary
United Kingdom,80121855,Europe,Primary
Argentina,80168028,Other,Primary
Germany,80200913,Europe,Primary
Argentina,80190990,Other,Primary
United States,80173269,North America,Primary
Netherlands,80106140,Other,Primary
Netherlands,80106137,Other,Primary
United Kingdom,80118873,Europe,Primary
United Kingdom,70229514,Europe,Primary
Pakistan,80114155,Other,Primary
Taiwan,70303288,Other,Primary
United Kingdom,80118841,Europe,Primary
Canada,80102579,North America,Primary
Taiwan,80111273,Other,Primary
United States,80097438,North America,Primary
China,80111710,Other,Primary
Spain,80114419,Europe,Primary
United Kingdom,80118888,Europe,Primary
Switzerland,80128337,Other,Primary
Taiwan,70303289,Other,Primary
China,80111614,Other,Primary
Taiwan,80111275,Other,Primary
Spain,80103426,Europe,Primary
United Kingdom,80118889,Europe,Primary
United States,70278877,North America,Primary
United States,80244311,North America,Primary
United States,81183570,North America,Primary
United States,80216665,North America,Primary
Indonesia,81016328,Other,Primary
United States,80239503,North America,Primary
Indonesia,81016321,Other,Primary
United Kingdom,80031666,Europe,Primary
United States,80995737,North America,Primary
United States,81021976,North America,Primary
Malaysia,81020161,Other,Primary
Australia,80025390,Oceania,Primary
United States,80196216,North America,Primary
United States,80091741,North America,Primary
United States,80115464,North America,Primary
United States,80113144,North America,Primary
Ireland,80041653,Other,Primary
Indonesia,81016338,Other,Primary
Vietnam,81002592,Other,Primary
United States,81017724,North America,Primary
Japan,80174918,Asia,Primary
China,80170301,Other,Primary
United States,80189623,North America,Primary
Mexico,80215730,North America,Primary
South Korea,81161487,Asia,Primary
India,81177367,Asia,Primary
Indonesia,81016323,Other,Primary
Indonesia,81016318,Other,Primary
Czech Republic,80240840,Other,Primary
Japan,80191369,Asia,Primary
United Kingdom,80242081,Europe,Primary
United States,80168222,North America,Primary
South Korea,80220650,Asia,Primary
United Kingdom,80164032,Europe,Primary
Turkey,81158574,Other,Primary
Canada,80237905,North America,Primary
Turkey,81132440,Other,Primary
United States,80117803,North America,Primary
United States,81021243,North America,Primary
United Kingdom,81004460,Europe,Primary
Indonesia,81016330,Other,Primary
United States,70105130,North America,Primary
Japan,81010662,Asia,Primary
United States,80141858,North America,Primary
Argentina,81084225,Other,Primary
Taiwan,80203920,Other,Primary
Spain,80199806,Europe,Primary
Philippines,80084834,Other,Primary
United States,80208273,North America,Primary
United States,80145699,North America,Primary
Australia,80204927,Oceania,Primary
United States,70266684,North America,Primary
South Korea,81166978,Asia,Primary
India,81177371,Asia,Primary
South Korea,81167029,Asia,Primary
India,70067230,Asia,Primary
India,80207446,Asia,Primary
India,80207447,Asia,Primary
Indonesia,81016324,Other,Primary
United States,80192097,North America,Primary
United States,70185045,North America,Primary
United States,80217066,North America,Primary
United States,70002129,North America,Primary
United Kingdom,80191963,Europe,Primary
United States,80218099,North America,Primary
United States,80199767,North America,Primary
United States,80191665,North America,Primary
United States,80161921,North America,Primary
United States,81148672,North America,Primary
United States,81169914,North America,Primary
United States,81211714,North America,Primary
France,80224362,Europe,Primary
Canada,80092857,North America,Primary
Mexico,80244679,North America,Primary
United Kingdom,81110394,Europe,Primary
United States,80067754,North America,Primary
Canada,80189954,North America,Primary
Canada,80094648,North America,Primary
United Kingdom,80066073,Europe,Primary
France,80123740,Europe,Primary
France,80123741,Europe,Primary
Canada,80094260,North America,Primary
France,80123742,Europe,Primary
United States,81000863,North America,Primary
Hong Kong,70082255,Other,Primary
United States,80197912,North America,Primary
United States,80117454,North America,Primary
Spain,80095197,Europe,Primary
United States,80045783,North America,Primary
China,81185502,Other,Primary
United States,81123469,North America,Primary
Russia,80990221,Other,Primary
Serbia,80202352,Other,Primary
Spain,80235268,Europe,Primary
Colombia,80992500,Other,Primary
United States,80241061,North America,Primary
United States,80185048,North America,Primary
India,81025088,Asia,Primary
United States,80173479,North America,Primary
Israel,80081372,Other,Primary
United States,81136744,North America,Primary
Brazil,80221210,South America,Primary
Turkey,81132444,Other,Primary
United States,80182014,North America,Primary
Spain,81010786,Europe,Primary
United States,81078456,North America,Primary
Argentina,81105406,Other,Primary
France,81061828,Europe,Primary
Spain,81062582,Europe,Primary
United States,81017316,North America,Primary
United States,81018455,North America,Primary
Switzerland,81110383,Other,Primary
China,81200228,Other,Primary
United States,70218316,North America,Primary
United States,81018183,North America,Primary
United Kingdom,80219941,Europe,Primary
United States,80064515,North America,Primary
United States,80062011,North America,Primary
United States,80197462,North America,Primary
United States,81034741,North America,Primary
Singapore,81075461,Other,Primary
India,80205231,Asia,Primary
United Kingdom,80235864,Europe,Primary
United Kingdom,80158919,Europe,Primary
United States,80135414,North America,Primary
United States,70299286,North America,Primary
Canada,80017261,North America,Primary
United States,81038022,North America,Primary
United States,80186796,North America,Primary
Hong Kong,81071891,Other,Primary
United States,80224536,North America,Primary
China,81017545,Other,Primary
United States,80994444,North America,Primary
United States,80017286,North America,Primary
United States,70295169,North America,Primary
United States,80039050,North America,Primary
United States,81027753,North America,Primary
United States,15815343,North America,Primary
United States,70295176,North America,Primary
Egypt,81043190,Other,Primary
United States,80131240,North America,Primary
India,70170182,Asia,Primary
India,70082633,Asia,Primary
India,70049619,Asia,Primary
India,80211135,Asia,Primary
India,70109884,Asia,Primary
India,70176967,Asia,Primary
India,70198040,Asia,Primary
United States,80038442,North America,Primary
United Kingdom,80091310,Europe,Primary
Indonesia,70114484,Other,Primary
United States,80066079,North America,Primary
United States,80117443,North America,Primary
United States,80010717,North America,Primary
Peru,81020005,Other,Primary
United Kingdom,81035748,Europe,Primary
United States,80135164,North America,Primary
United States,70167128,North America,Primary
United States,80118101,North America,Primary
United States,80184569,North America,Primary
United States,80113669,North America,Primary
United Kingdom,81029301,Europe,Primary
Australia,81025251,Oceania,Primary
United States,81025309,North America,Primary
United Kingdom,81025263,Europe,Primary
United Kingdom,81025361,Europe,Primary
Canada,81025317,North America,Primary
United States,80209609,North America,Primary
Mexico,81094801,North America,Primary
United States,81191195,North America,Primary
United States,80218973,North America,Primary
United States,80235999,North America,Primary
United Kingdom,80236359,Europe,Primary
United Kingdom,80017240,Europe,Primary
United Kingdom,70118859,Europe,Primary
United States,80236356,North America,Primary
United Kingdom,80236778,Europe,Primary
United Kingdom,80236470,Europe,Primary
United Kingdom,70213237,Europe,Primary
United Kingdom,80236357,Europe,Primary
United Kingdom,699257,Europe,Primary
United States,80237311,North America,Primary
United Kingdom,80236574,Europe,Primary
United States,80988048,North America,Primary
United States,80039069,North America,Primary
United States,80046779,North America,Primary
United States,60001650,North America,Primary
Nigeria,81172848,Other,Primary
Belgium,81034575,Other,Primary
United States,81025800,North America,Primary
Australia,81003997,Oceania,Primary
United States,80207486,North America,Primary
Mexico,80226951,North America,Primary
United Kingdom,80232279,Europe,Primary
South Korea,80239666,Asia,Primary
India,81011973,Asia,Primary
Hong Kong,80144152,Other,Primary
United States,81035749,North America,Primary
Indonesia,80148162,Other,Primary
United Kingdom,80211465,Europe,Primary
France,80171705,Europe,Primary
South Africa,81172729,Other,Primary
Nigeria,81172895,Other,Primary
United States,80206910,North America,Primary
United Kingdom,80217627,Europe,Primary
United States,80178724,North America,Primary
Turkey,81132442,Other,Primary
India,81020066,Asia,Primary
Nigeria,81172723,Other,Primary
Spain,80990336,Europe,Primary
Nigeria,81172909,Other,Primary
United Kingdom,80214706,Europe,Primary
United States,80994011,North America,Primary
United States,80208910,North America,Primary
Nigeria,81172902,Other,Primary
India,80998890,Asia,Primary
Indonesia,81047903,Other,Primary
India,81026343,Asia,Primary
United States,70125931,North America,Primary
Australia,80222326,Oceania,Primary
Canada,70235768,North America,Primary
United States,80177406,North America,Primary
South Korea,81077044,Asia,Primary
United States,81081656,North America,Primary
United States,81187847,North America,Primary
South Korea,81053240,Asia,Primary
South Korea,81167011,Asia,Primary
United States,80043834,North America,Primary
United States,81157840,North America,Primary
United States,80244900,North America,Primary
India,80211134,Asia,Primary
United Kingdom,70271601,Europe,Primary
United States,80136786,North America,Primary
India,80204433,Asia,Primary
Netherlands,80089199,Other,Primary
United States,80043049,North America,Primary
United States,80044545,North America,Primary
United States,80070182,North America,Primary
Turkey,80176234,Other,Primary
United Kingdom,80992769,Europe,Primary
United States,81192594,North America,Primary
India,81006356,Asia,Primary
India,81025935,Asia,Primary
India,81020508,Asia,Primary
United Kingdom,80241004,Europe,Primary
India,80201824,Asia,Primary
India,80203782,Asia,Primary
India,80201829,Asia,Primary
New Zealand,80126016,Other,Primary
India,80202089,Asia,Primary
India,80203789,Asia,Primary
Venezuela,80193423,Other,Primary
India,80201825,Asia,Primary
Malaysia,80202376,Other,Primary
India,80028360,Asia,Primary
India,80203783,Asia,Primary
United States,80142617,North America,Primary
India,80201823,Asia,Primary
Australia,80190841,Oceania,Primary
Australia,80115858,Oceania,Primary
France,80183199,Europe,Primary
India,80158547,Asia,Primary
India,80206827,Asia,Primary
India,80202090,Asia,Primary
India,80203790,Asia,Primary
India,80158391,Asia,Primary
India,80201822,Asia,Primary
Canada,80211540,North America,Primary
France,80123743,Europe,Primary
Japan,70258995,Asia,Primary
Japan,70208801,Asia,Primary
Japan,70260383,Asia,Primary
France,80123744,Europe,Primary
Japan,70204970,Asia,Primary
Japan,70105699,Asia,Primary
Japan,70124999,Asia,Primary
United States,80088507,North America,Primary
United Kingdom,80080727,Europe,Primary
Canada,80990869,North America,Primary
China,80187205,Other,Primary
United States,80097472,North America,Primary
Italy,80075009,Europe,Primary
United States,70293417,North America,Primary
United States,70280748,North America,Primary
France,81034012,Europe,Primary
South Korea,81191500,Asia,Primary
India,81019031,Asia,Primary
Germany,80148070,Europe,Primary
Turkey,80155812,Other,Primary
Mexico,80183198,North America,Primary
United Kingdom,80158844,Europe,Primary
United States,80164456,North America,Primary
United States,80174434,North America,Primary
United States,80075476,North America,Primary
United Kingdom,80158148,Europe,Primary
Turkey,80119451,Other,Primary
Spain,80239565,Europe,Primary
United States,80216844,North America,Primary
Indonesia,81021082,Other,Primary
United States,80191047,North America,Primary
United States,80189221,North America,Primary
United States,80240972,North America,Primary
Saudi Arabia,80103282,Other,Primary
Spain,80134526,Europe,Primary
United States,80127559,North America,Primary
United States,80005501,North America,Primary
Turkey,81132441,Other,Primary
United States,81078819,North America,Primary
United States,80223997,North America,Primary
Nigeria,81191666,Other,Primary
Japan,81133621,Asia,Primary
Spain,81038598,Europe,Primary
Indonesia,81016322,Other,Primary
Egypt,80147323,Other,Primary
Japan,81019771,Asia,Primary
Norway,80210932,Other,Primary
Brazil,81003880,South America,Primary
United States,81015317,North America,Primary
United States,80205204,North America,Primary
United States,70245168,North America,Primary
United Kingdom,70235731,Europe,Primary
United States,80003481,North America,Primary
Denmark,81168338,Other,Primary
Canada,81103033,North America,Primary
United States,60002273,North America,Primary
United States,70297962,North America,Primary
United States,269880,North America,Primary
United States,60029167,North America,Primary
United States,60020891,North America,Primary
United States,347365,North America,Primary
United States,60003242,North America,Primary
United States,60027726,North America,Primary
South Korea,81166946,Asia,Primary
South Korea,81167065,Asia,Primary
India,81113888,Asia,Primary
United States,70023961,North America,Primary
United States,60027716,North America,Primary
United States,70287957,North America,Primary
India,81113890,Asia,Primary
Poland,81168345,Other,Primary
United States,60020892,North America,Primary
Netherlands,81164752,Other,Primary
India,81113886,Asia,Primary
United States,60028097,North America,Primary
United States,70065112,North America,Primary
United States,70083108,North America,Primary
United States,70184050,North America,Primary
"Poland,",81168347,Other,Primary
United States,81003460,North America,Primary
India,81113887,Asia,Primary
Poland,81168348,Other,Primary
United States,70095135,North America,Primary
India,81191254,Asia,Primary
Poland,81168340,Other,Primary
United States,60023597,North America,Primary
South Korea,81036448,Asia,Primary
United States,81002876,North America,Primary
United States,70058017,North America,Primary
United States,70058024,North America,Primary
United States,70011211,North America,Primary
United States,70271599,North America,Primary
United States,70020699,North America,Primary
Germany,60003540,Europe,Primary
United States,1181550,North America,Primary
United Kingdom,70170051,Europe,Primary
South Korea,80987077,Asia,Primary
United States,70021630,North America,Primary
Peru,81043753,Other,Primary
United Kingdom,60001761,Europe,Primary
United States,70041963,North America,Primary
United States,70058025,North America,Primary
United States,70128696,North America,Primary
United States,70077542,North America,Primary
Poland,81168342,Other,Primary
Nigeria,81165772,Other,Primary
United States,510854,North America,Primary
United States,60000921,North America,Primary
South Korea,80188730,Asia,Primary
South Korea,81167083,Asia,Primary
Poland,81168343,Other,Primary
United States,70044605,North America,Primary
United States,18021979,North America,Primary
Poland,81168344,Other,Primary
United States,70020750,North America,Primary
United States,70105596,North America,Primary
United Kingdom,60037022,Europe,Primary
United States,60034571,North America,Primary
South Korea,81167047,Asia,Primary
United States,70053456,North America,Primary
United States,80173150,North America,Primary
Poland,81168341,Other,Primary
Poland,81168346,Other,Primary
India,80137461,Asia,Primary
Canada,81012857,North America,Primary
India,70123116,Asia,Primary
India,80190101,Asia,Primary
India,81024712,Asia,Primary
United States,70112494,North America,Primary
United States,80215922,North America,Primary
United Kingdom,81012415,Europe,Primary
India,70113306,Asia,Primary
India,70113305,Asia,Primary
India,80032472,Asia,Primary
India,70181653,Asia,Primary
United States,80048200,North America,Primary
India,80032474,Asia,Primary
India,80032476,Asia,Primary
India,70127589,Asia,Primary
United States,80225696,North America,Primary
India,80104130,Asia,Primary
India,80032473,Asia,Primary
India,70090035,Asia,Primary
India,81024713,Asia,Primary
India,70117268,Asia,Primary
United States,70211216,North America,Primary
United States,70140322,North America,Primary
India,81024696,Asia,Primary
India,70303428,Asia,Primary
India,70125882,Asia,Primary
India,70101039,Asia,Primary
India,70123121,Asia,Primary
India,80152182,Asia,Primary
India,70229042,Asia,Primary
India,70042756,Asia,Primary
India,80187618,Asia,Primary
India,81024704,Asia,Primary
Australia,80221498,Oceania,Primary
India,70229047,Asia,Primary
India,70229555,Asia,Primary
India,70213515,Asia,Primary
United States,81018563,North America,Primary
United States,81018565,North America,Primary
United States,70114948,North America,Primary
India,80190103,Asia,Primary
India,81024729,Asia,Primary
United Kingdom,81012427,Europe,Primary
India,80032477,Asia,Primary
India,81024711,Asia,Primary
India,81025908,Asia,Primary
India,70303495,Asia,Primary
India,70303429,Asia,Primary
India,80084768,Asia,Primary
India,70096752,Asia,Primary
India,70229046,Asia,Primary
India,80084767,Asia,Primary
India,81024701,Asia,Primary
United States,81031355,North America,Primary
India,70229048,Asia,Primary
India,70292836,Asia,Primary
United Kingdom,80240397,Europe,Primary
India,80141767,Asia,Primary
India,70139542,Asia,Primary
United States,70039175,North America,Primary
India,70225597,Asia,Primary
India,70123119,Asia,Primary
India,70150437,Asia,Primary
India,80084667,Asia,Primary
United States,70099118,North America,Primary
Pakistan,81024705,Other,Primary
South Korea,80198771,Asia,Primary
France,80062096,Europe,Primary
United States,70291096,North America,Primary
United States,70130483,North America,Primary
United States,80031038,North America,Primary
United States,80065930,North America,Primary
United States,80112370,North America,Primary
United States,70165189,North America,Primary
United States,70197459,North America,Primary
United States,80095193,North America,Primary
United States,70246439,North America,Primary
United States,80158155,North America,Primary
Japan,80202539,Asia,Primary
Brazil,80063617,South America,Primary
United Kingdom,80204252,Europe,Primary
United States,80191075,North America,Primary
Spain,80202503,Europe,Primary
United States,80147971,North America,Primary
United States,70257412,North America,Primary
United States,80172937,North America,Primary
Canada,80118280,North America,Primary
United Kingdom,80204402,Europe,Primary
United Kingdom,80135360,Europe,Primary
United States,70286355,North America,Primary
Canada,80150246,North America,Primary
United States,80017272,North America,Primary
Japan,80075828,Asia,Primary
United States,80095089,North America,Primary
United States,80208176,North America,Primary
Switzerland,80116741,Other,Primary
United Kingdom,80204400,Europe,Primary
France,80063290,Europe,Primary
France,80187223,Europe,Primary
Australia,80002999,Oceania,Primary
New Zealand,80162195,Other,Primary
Norway,80106036,Other,Primary
South Korea,80198687,Asia,Primary
United Kingdom,80163353,Europe,Primary
Mexico,80162246,North America,Primary
United States,80112371,North America,Primary
Taiwan,80189209,Other,Primary
India,80208413,Asia,Primary
Taiwan,80111818,Other,Primary
Taiwan,80116939,Other,Primary
Brazil,80094453,South America,Primary
United Kingdom,80128338,Europe,Primary
Taiwan,80111650,Other,Primary
India,70153553,Asia,Primary
Taiwan,80111554,Other,Primary
United States,80097248,North America,Primary
Chile,80098709,Other,Primary
Taiwan,80111556,Other,Primary
Spain,80092849,Europe,Primary
United States,80107372,North America,Primary
United States,80138584,North America,Primary
Netherlands,80106138,Other,Primary
United States,70205018,North America,Primary
Taiwan,80111683,Other,Primary
India,80038288,Asia,Primary
United States,80109089,North America,Primary
Italy,80061797,Europe,Primary
Taiwan,80111845,Other,Primary
France,80048100,Europe,Primary
United States,70206821,North America,Primary
United States,70206816,North America,Primary
United States,60022914,North America,Primary
United States,70206818,North America,Primary
United States,70206819,North America,Primary
United States,70206822,North America,Primary
United States,70206820,North America,Primary
United States,70206823,North America,Primary
United States,70206824,North America,Primary
United States,70206825,North America,Primary
United States,70206826,North America,Primary
Hong Kong,81029831,Other,Primary
Brazil,80194289,South America,Primary
Germany,80191219,Europe,Primary
China,81005091,Other,Primary
United States,80169786,North America,Primary
United Kingdom,80190859,Europe,Primary
Brazil,80218634,South America,Primary
Colombia,81022683,Other,Primary
United States,80201862,North America,Primary
Iceland,80114869,Other,Primary
United Kingdom,80989924,Europe,Primary
United States,80057250,North America,Primary
United States,70243445,North America,Primary
United States,80201542,North America,Primary
France,81079723,Europe,Primary
United States,81003058,North America,Primary
Argentina,80236993,Other,Primary
United States,80057565,North America,Primary
France,81016857,Europe,Primary
Thailand,81002596,Other,Primary
